,date
2587,2000-06-15 08:59:00
2588,2000-06-15 09:14:00
2589,2000-06-15 09:18:00
2590,2000-06-15 09:29:00
2591,2000-06-15 10:09:00
2592,2000-06-15 11:22:00
2593,2000-06-15 12:06:00
2594,2000-06-15 13:06:00
2595,2000-06-15 13:25:00
2596,2000-06-15 13:27:00
2597,2000-06-15 15:19:00
2598,2000-06-15 15:19:00
2599,2000-06-15 15:21:00
2600,2000-06-15 15:24:00
2601,2000-06-15 17:16:00
2602,2000-06-15 17:24:00
2603,2000-06-15 17:29:00
2604,2000-06-15 17:44:00
2605,2000-06-15 18:22:00
2606,2000-06-16 07:58:00
2607,2000-06-16 08:10:00
2608,2000-06-16 08:13:00
2609,2000-06-16 08:45:00
2610,2000-06-16 08:46:00
2611,2000-06-16 09:23:00
2612,2000-06-16 09:25:00
2613,2000-06-16 09:39:00
2614,2000-06-16 10:02:00
2615,2000-06-16 10:14:00
2616,2000-06-16 10:29:00
2617,2000-06-16 10:32:00
2618,2000-06-16 11:07:00
2619,2000-06-16 11:07:00
2620,2000-06-16 12:04:00
2621,2000-06-16 14:12:00
2622,2000-06-16 14:30:00
2623,2000-06-16 14:42:00
2624,2000-06-16 15:03:00
2625,2000-06-16 15:05:00
2626,2000-06-16 15:12:00
2627,2000-06-16 15:57:00
2628,2000-06-16 16:15:00
2629,2000-06-16 16:52:00
2630,2000-06-16 17:19:00
2631,2000-06-17 07:34:00
2632,2000-06-17 07:36:00
2633,2000-06-17 08:33:00
2634,2000-06-17 08:34:00
2635,2000-06-17 08:36:00
2636,2000-06-17 08:37:00
2637,2000-06-17 08:37:00
2638,2000-06-17 08:53:00
2639,2000-06-17 09:18:00
2640,2000-06-17 11:54:00
2641,2000-06-18 12:20:00
2642,2000-06-19 07:25:00
2643,2000-06-19 08:49:00
2644,2000-06-19 08:54:00
2645,2000-06-19 08:55:00
2646,2000-06-19 09:01:00
2647,2000-06-19 09:24:00
2648,2000-06-19 09:45:00
2649,2000-06-19 09:50:00
2650,2000-06-19 10:30:00
2651,2000-06-19 10:59:00
2652,2000-06-19 11:05:00
2653,2000-06-19 11:09:00
2654,2000-06-19 11:49:00
2655,2000-06-19 11:58:00
2656,2000-06-19 12:27:00
2657,2000-06-19 12:46:00
2658,2000-06-19 14:39:00
2659,2000-06-19 15:16:00
2660,2000-06-19 15:54:00
2661,2000-06-19 16:07:00
2662,2000-06-19 16:29:00
2663,2000-06-19 16:52:00
2664,2000-06-19 17:05:00
2665,2000-06-19 17:10:00
2666,2000-06-19 17:31:00
2667,2000-06-20 08:25:00
2668,2000-06-20 08:32:00
2669,2000-06-20 08:41:00
2670,2000-06-20 09:42:00
2671,2000-06-20 09:44:00
2672,2000-06-20 09:53:00
2673,2000-06-20 09:56:00
2674,2000-06-20 11:15:00
2675,2000-06-20 11:41:00
2676,2000-06-20 13:26:00
2677,2000-06-20 13:32:00
2678,2000-06-20 14:57:00
2679,2000-06-20 15:06:00
2680,2000-06-20 16:20:00
2681,2000-06-20 16:23:00
2682,2000-06-20 16:24:00
2683,2000-06-20 16:27:00
2684,2000-06-20 17:10:00
2685,2000-06-20 17:20:00
2686,2000-06-20 18:25:00
2687,2000-06-20 19:29:00
2688,2000-06-20 19:44:00
2689,2000-06-20 19:45:00
2690,2000-06-21 07:46:00
2691,2000-06-21 08:23:00
2692,2000-06-21 08:35:00
2693,2000-06-21 08:56:00
2694,2000-06-21 09:51:00
2695,2000-06-21 10:39:00
2696,2000-06-21 10:43:00
2697,2000-06-21 10:53:00
2698,2000-06-21 11:26:00
2699,2000-06-21 13:21:00
2700,2000-06-21 13:48:00
2701,2000-06-21 14:51:00
2702,2000-06-21 17:11:00
2703,2000-06-21 17:23:00
2704,2000-06-21 17:24:00
2705,2000-06-21 17:26:00
2706,2000-06-21 17:40:00
2707,2000-06-22 08:28:00
2708,2000-06-22 08:38:00
2709,2000-06-22 08:48:00
2710,2000-06-22 08:56:00
2711,2000-06-22 09:04:00
2712,2000-06-22 09:05:00
2713,2000-06-22 09:51:00
2714,2000-06-22 10:22:00
2715,2000-06-22 11:28:00
2716,2000-06-22 11:33:00
2717,2000-06-22 11:33:00
2718,2000-06-22 11:48:00
2719,2000-06-22 12:39:00
2720,2000-06-22 13:21:00
2721,2000-06-22 13:22:00
2722,2000-06-22 13:28:00
2723,2000-06-22 13:34:00
2724,2000-06-22 13:37:00
2725,2000-06-22 13:43:00
2726,2000-06-22 13:55:00
2727,2000-06-22 15:04:00
2728,2000-06-22 15:27:00
2729,2000-06-22 17:35:00
2730,2000-06-22 17:41:00
2731,2000-06-22 17:46:00
2732,2000-06-22 18:50:00
2733,2000-06-23 07:19:00
2734,2000-06-23 08:18:00
2735,2000-06-23 09:02:00
2736,2000-06-23 09:02:00
2737,2000-06-23 09:18:00
2738,2000-06-23 09:21:00
2739,2000-06-23 09:31:00
2740,2000-06-23 10:34:00
2741,2000-06-23 11:28:00
2742,2000-06-23 12:37:00
2743,2000-06-23 12:58:00
2744,2000-06-23 13:40:00
2745,2000-06-23 13:49:00
2746,2000-06-23 14:12:00
2747,2000-06-23 14:24:00
2748,2000-06-23 14:35:00
2749,2000-06-23 15:07:00
2750,2000-06-23 15:46:00
2751,2000-06-23 16:02:00
2752,2000-06-23 16:10:00
2753,2000-06-23 16:44:00
2754,2000-06-23 16:53:00
2755,2000-06-23 16:55:00
2756,2000-06-23 17:07:00
2757,2000-06-23 17:43:00
2758,2000-06-23 17:43:00
2759,2000-06-26 08:12:00
2760,2000-06-26 09:25:00
2761,2000-06-26 09:58:00
2762,2000-06-26 10:02:00
2763,2000-06-26 10:39:00
2764,2000-06-26 10:44:00
2765,2000-06-26 10:52:00
2766,2000-06-26 10:52:00
2767,2000-06-26 12:15:00
2768,2000-06-26 12:54:00
2769,2000-06-26 13:26:00
2770,2000-06-26 13:27:00
2771,2000-06-26 13:30:00
2772,2000-06-26 13:32:00
2773,2000-06-26 13:36:00
2774,2000-06-26 14:04:00
2775,2000-06-26 14:38:00
2776,2000-06-26 14:50:00
2777,2000-06-26 14:50:00
2778,2000-06-26 14:51:00
2779,2000-06-26 15:05:00
2780,2000-06-26 15:08:00
2781,2000-06-26 16:07:00
2782,2000-06-26 16:09:00
2783,2000-06-26 16:47:00
2784,2000-06-26 17:05:00
2785,2000-06-26 17:26:00
2786,2000-06-26 17:35:00
2787,2000-06-27 07:09:00
2788,2000-06-27 07:10:00
2789,2000-06-27 09:19:00
2790,2000-06-27 09:28:00
2791,2000-06-27 10:07:00
2792,2000-06-27 10:08:00
2793,2000-06-27 10:11:00
2794,2000-06-27 10:13:00
2795,2000-06-27 10:36:00
2796,2000-06-27 12:39:00
2797,2000-06-27 13:15:00
2798,2000-06-27 13:25:00
2799,2000-06-27 14:24:00
2800,2000-06-27 14:55:00
2801,2000-06-27 15:23:00
2802,2000-06-27 15:51:00
2803,2000-06-27 16:20:00
2804,2000-06-27 16:40:00
2805,2000-06-27 16:41:00
2806,2000-06-27 16:55:00
2807,2000-06-27 16:57:00
2808,2000-06-27 17:46:00
2809,2000-06-27 18:01:00
2810,2000-06-27 18:07:00
2811,2000-06-28 07:52:00
2812,2000-06-28 08:23:00
2813,2000-06-28 09:05:00
2814,2000-06-28 10:52:00
2815,2000-06-28 11:04:00
2816,2000-06-28 11:06:00
2817,2000-06-28 11:13:00
2818,2000-06-28 11:52:00
2819,2000-06-28 12:51:00
2820,2000-06-28 13:29:00
2821,2000-06-28 15:27:00
2822,2000-06-28 15:40:00
2823,2000-06-28 15:41:00
2824,2000-06-28 16:03:00
2825,2000-06-28 16:05:00
2826,2000-06-28 16:25:00
2827,2000-06-28 16:49:00
2828,2000-06-28 17:04:00
2829,2000-06-28 17:11:00
2830,2000-06-28 17:24:00
2831,2000-06-28 17:36:00
2832,2000-06-28 17:37:00
2833,2000-06-28 17:39:00
2834,2000-06-28 17:42:00
2835,2000-06-28 19:07:00
2836,2000-06-29 06:46:00
2837,2000-06-29 08:08:00
2838,2000-06-29 08:13:00
2839,2000-06-29 09:46:00
2840,2000-06-29 09:50:00
2841,2000-06-29 10:27:00
2842,2000-06-29 10:31:00
2843,2000-06-29 10:36:00
2844,2000-06-29 11:05:00
2845,2000-06-29 11:10:00
2846,2000-06-29 11:19:00
2847,2000-06-29 11:32:00
2848,2000-06-29 11:45:00
2849,2000-06-29 12:13:00
2850,2000-06-29 12:15:00
2851,2000-06-29 12:18:00
2852,2000-06-29 12:22:00
2853,2000-06-29 12:25:00
2854,2000-06-29 12:27:00
2855,2000-06-29 12:33:00
2856,2000-06-29 12:45:00
2857,2000-06-29 12:46:00
2858,2000-06-29 12:50:00
2859,2000-06-29 13:46:00
2860,2000-06-29 13:48:00
2861,2000-06-29 14:15:00
2862,2000-06-29 14:54:00
2863,2000-06-29 14:54:00
2864,2000-06-29 14:56:00
2865,2000-06-29 15:56:00
2866,2000-06-29 16:05:00
2867,2000-06-29 16:07:00
2868,2000-06-29 17:32:00
2869,2000-06-29 17:39:00
2870,2000-06-29 17:40:00
2871,2000-06-29 17:58:00
2872,2000-06-29 21:10:00
2873,2000-06-30 07:29:00
2874,2000-06-30 07:40:00
2875,2000-06-30 08:04:00
2876,2000-06-30 08:05:00
2877,2000-06-30 08:11:00
2878,2000-06-30 08:12:00
2879,2000-06-30 08:14:00
2880,2000-06-30 08:42:00
2881,2000-06-30 08:49:00
2882,2000-06-30 09:24:00
2883,2000-06-30 09:25:00
2884,2000-06-30 09:39:00
2885,2000-06-30 09:42:00
2886,2000-06-30 09:45:00
2887,2000-06-30 09:52:00
2888,2000-06-30 10:09:00
2889,2000-06-30 10:28:00
2890,2000-06-30 10:40:00
2891,2000-06-30 11:04:00
2892,2000-06-30 11:10:00
2893,2000-06-30 11:19:00
2894,2000-06-30 11:37:00
2895,2000-06-30 11:41:00
2896,2000-06-30 12:39:00
2897,2000-06-30 12:49:00
2898,2000-06-30 12:54:00
2899,2000-06-30 13:18:00
2900,2000-06-30 13:41:00
2901,2000-06-30 14:31:00
2902,2000-06-30 14:32:00
2903,2000-06-30 14:37:00
2904,2000-06-30 14:43:00
2905,2000-06-30 14:43:00
2906,2000-06-30 14:48:00
2907,2000-06-30 15:07:00
2908,2000-06-30 16:20:00
2909,2000-06-30 17:03:00
2910,2000-06-30 17:39:00
2911,2000-06-30 19:10:00
2912,2000-06-30 19:59:00
2913,2000-07-01 15:57:00
2914,2000-07-01 15:58:00
2915,2000-07-05 07:24:00
2916,2000-07-05 07:36:00
2917,2000-07-05 08:10:00
2918,2000-07-05 08:40:00
2919,2000-07-05 09:57:00
2920,2000-07-05 10:04:00
2921,2000-07-05 10:05:00
2922,2000-07-05 10:21:00
2923,2000-07-05 10:35:00
2924,2000-07-05 11:17:00
2925,2000-07-05 12:33:00
2926,2000-07-05 12:37:00
2927,2000-07-05 14:05:00
2928,2000-07-05 14:08:00
2929,2000-07-05 14:29:00
2930,2000-07-05 14:56:00
2931,2000-07-05 14:57:00
2932,2000-07-05 15:27:00
2933,2000-07-05 15:56:00
2934,2000-07-05 15:57:00
2935,2000-07-05 16:14:00
2936,2000-07-05 16:32:00
2937,2000-07-05 16:45:00
2938,2000-07-05 17:02:00
2939,2000-07-05 17:20:00
2940,2000-07-05 17:33:00
2941,2000-07-05 17:36:00
2942,2000-07-05 17:58:00
2943,2000-07-05 18:02:00
2944,2000-07-05 18:09:00
2945,2000-07-05 18:17:00
2946,2000-07-05 18:23:00
2947,2000-07-05 19:01:00
2948,2000-07-05 19:23:00
2949,2000-07-05 19:48:00
2950,2000-07-06 09:20:00
2951,2000-07-06 10:21:00
2952,2000-07-06 10:44:00
2953,2000-07-06 11:26:00
2954,2000-07-06 11:55:00
2955,2000-07-06 12:29:00
2956,2000-07-06 15:19:00
2957,2000-07-06 15:45:00
2958,2000-07-06 16:06:00
2959,2000-07-06 16:09:00
2960,2000-07-06 16:11:00
2961,2000-07-06 16:32:00
2962,2000-07-06 17:34:00
2963,2000-07-06 17:39:00
2964,2000-07-06 17:49:00
2965,2000-07-06 18:00:00
2966,2000-07-06 18:09:00
2967,2000-07-06 19:11:00
2968,2000-07-06 19:33:00
2969,2000-07-06 19:46:00
2970,2000-07-07 08:12:00
2971,2000-07-07 08:18:00
2972,2000-07-07 08:26:00
2973,2000-07-07 08:30:00
2974,2000-07-07 08:54:00
2975,2000-07-07 09:12:00
2976,2000-07-07 09:45:00
2977,2000-07-07 11:14:00
2978,2000-07-07 11:41:00
2979,2000-07-07 12:30:00
2980,2000-07-07 12:38:00
2981,2000-07-07 13:33:00
2982,2000-07-07 14:05:00
2983,2000-07-07 14:46:00
2984,2000-07-07 14:48:00
2985,2000-07-07 15:14:00
2986,2000-07-07 15:24:00
2987,2000-07-07 15:52:00
2988,2000-07-07 16:04:00
2989,2000-07-07 16:18:00
2990,2000-07-07 16:18:00
2991,2000-07-07 16:34:00
2992,2000-07-07 17:03:00
2993,2000-07-07 17:20:00
2994,2000-07-07 17:49:00
2995,2000-07-07 18:19:00
2996,2000-07-07 19:05:00
2997,2000-07-07 19:27:00
2998,2000-07-07 20:52:00
2999,2000-07-07 22:04:00
3000,2000-07-08 12:02:00
3001,2000-07-08 12:04:00
3002,2000-07-08 12:08:00
3003,2000-07-09 19:24:00
3004,2000-07-10 07:03:00
3005,2000-07-10 07:35:00
3006,2000-07-10 07:59:00
3007,2000-07-10 08:56:00
3008,2000-07-10 09:02:00
3009,2000-07-10 09:14:00
3010,2000-07-10 09:18:00
3011,2000-07-10 09:45:00
3012,2000-07-10 09:46:00
3013,2000-07-10 09:57:00
3014,2000-07-10 10:52:00
3015,2000-07-10 11:12:00
3016,2000-07-10 11:29:00
3017,2000-07-10 12:36:00
3018,2000-07-10 12:36:00
3019,2000-07-10 12:38:00
3020,2000-07-10 13:03:00
3021,2000-07-10 13:48:00
3022,2000-07-10 13:56:00
3023,2000-07-10 13:57:00
3024,2000-07-10 14:31:00
3025,2000-07-10 14:34:00
3026,2000-07-10 14:36:00
3027,2000-07-10 14:41:00
3028,2000-07-10 14:47:00
3029,2000-07-10 14:56:00
3030,2000-07-10 15:10:00
3031,2000-07-10 15:19:00
3032,2000-07-10 15:36:00
3033,2000-07-10 15:58:00
3034,2000-07-10 16:05:00
3035,2000-07-10 16:29:00
3036,2000-07-10 16:42:00
3037,2000-07-10 16:47:00
3038,2000-07-10 18:03:00
3039,2000-07-10 18:37:00
3040,2000-07-10 18:45:00
3041,2000-07-10 19:21:00
3042,2000-07-10 23:33:00
3043,2000-07-10 23:37:00
3044,2000-07-10 23:41:00
3045,2000-07-11 06:12:00
3046,2000-07-11 08:36:00
3047,2000-07-11 08:54:00
3048,2000-07-11 09:01:00
3049,2000-07-11 09:26:00
3050,2000-07-11 09:44:00
3051,2000-07-11 10:18:00
3052,2000-07-11 10:21:00
3053,2000-07-11 10:24:00
3054,2000-07-11 11:11:00
3055,2000-07-11 11:32:00
3056,2000-07-11 11:48:00
3057,2000-07-11 12:41:00
3058,2000-07-11 12:44:00
3059,2000-07-11 13:00:00
3060,2000-07-11 13:25:00
3061,2000-07-11 14:49:00
3062,2000-07-11 14:53:00
3063,2000-07-11 15:46:00
3064,2000-07-11 16:24:00
3065,2000-07-11 16:30:00
3066,2000-07-11 16:59:00
3067,2000-07-11 17:01:00
3068,2000-07-11 17:01:00
3069,2000-07-11 17:11:00
3070,2000-07-11 17:31:00
3071,2000-07-11 17:37:00
3072,2000-07-11 17:43:00
3073,2000-07-11 17:45:00
3074,2000-07-11 17:53:00
3075,2000-07-11 17:55:00
3076,2000-07-11 18:04:00
3077,2000-07-11 18:41:00
3078,2000-07-11 19:27:00
3079,2000-07-11 19:31:00
3080,2000-07-12 00:30:00
3081,2000-07-12 08:23:00
3082,2000-07-12 08:28:00
3083,2000-07-12 08:39:00
3084,2000-07-12 09:06:00
3085,2000-07-12 09:11:00
3086,2000-07-12 09:16:00
3087,2000-07-12 09:36:00
3088,2000-07-12 09:50:00
3089,2000-07-12 09:52:00
3090,2000-07-12 10:02:00
3091,2000-07-12 10:46:00
3092,2000-07-12 11:13:00
3093,2000-07-12 11:16:00
3094,2000-07-12 11:54:00
3095,2000-07-12 11:56:00
3096,2000-07-12 13:28:00
3097,2000-07-12 13:57:00
3098,2000-07-12 14:08:00
3099,2000-07-12 14:19:00
3100,2000-07-12 14:58:00
3101,2000-07-12 15:40:00
3102,2000-07-12 15:49:00
3103,2000-07-12 15:54:00
3104,2000-07-12 16:08:00
3105,2000-07-12 16:26:00
3106,2000-07-12 16:30:00
3107,2000-07-12 16:41:00
3108,2000-07-12 16:44:00
3109,2000-07-12 16:50:00
3110,2000-07-12 16:54:00
3111,2000-07-12 17:02:00
3112,2000-07-12 17:09:00
3113,2000-07-12 17:45:00
3114,2000-07-12 17:47:00
3115,2000-07-13 09:26:00
3116,2000-07-13 09:45:00
3117,2000-07-13 09:46:00
3118,2000-07-13 10:07:00
3119,2000-07-13 10:58:00
3120,2000-07-13 11:25:00
3121,2000-07-13 11:29:00
3122,2000-07-13 12:13:00
3123,2000-07-13 12:23:00
3124,2000-07-13 12:38:00
3125,2000-07-13 12:39:00
3126,2000-07-13 12:40:00
3127,2000-07-13 12:40:00
3128,2000-07-13 13:23:00
3129,2000-07-13 13:41:00
3130,2000-07-13 14:21:00
3131,2000-07-13 15:41:00
3132,2000-07-13 16:17:00
3133,2000-07-13 16:25:00
3134,2000-07-13 16:26:00
3135,2000-07-13 16:26:00
3136,2000-07-13 16:32:00
3137,2000-07-13 17:03:00
3138,2000-07-13 17:14:00
3139,2000-07-13 18:15:00
3140,2000-07-13 20:53:00
3141,2000-07-13 20:55:00
3142,2000-07-14 00:15:00
3143,2000-07-14 06:56:00
3144,2000-07-14 07:28:00
3145,2000-07-14 08:19:00
3146,2000-07-14 08:41:00
3147,2000-07-14 08:43:00
3148,2000-07-14 08:55:00
3149,2000-07-14 09:08:00
3150,2000-07-14 09:08:00
3151,2000-07-14 09:22:00
3152,2000-07-14 10:51:00
3153,2000-07-14 11:09:00
3154,2000-07-14 11:10:00
3155,2000-07-14 11:10:00
3156,2000-07-14 11:27:00
3157,2000-07-14 11:45:00
3158,2000-07-14 11:56:00
3159,2000-07-14 12:01:00
3160,2000-07-14 13:31:00
3161,2000-07-14 14:03:00
3162,2000-07-14 14:27:00
3163,2000-07-14 14:43:00
3164,2000-07-14 15:26:00
3165,2000-07-14 15:31:00
3166,2000-07-14 16:17:00
3167,2000-07-14 16:42:00
3168,2000-07-14 18:27:00
3169,2000-07-15 00:55:00
3170,2000-07-17 07:39:00
3171,2000-07-17 07:54:00
3172,2000-07-17 07:56:00
3173,2000-07-17 08:52:00
3174,2000-07-17 09:25:00
3175,2000-07-17 09:30:00
3176,2000-07-17 09:47:00
3177,2000-07-17 11:31:00
3178,2000-07-17 13:35:00
3179,2000-07-17 14:20:00
3180,2000-07-17 14:24:00
3181,2000-07-17 14:44:00
3182,2000-07-17 14:50:00
3183,2000-07-17 14:57:00
3184,2000-07-17 15:56:00
3185,2000-07-17 16:01:00
3186,2000-07-17 16:21:00
3187,2000-07-17 17:00:00
3188,2000-07-17 17:10:00
3189,2000-07-17 17:15:00
3190,2000-07-17 18:25:00
3191,2000-07-18 07:32:00
3192,2000-07-18 08:21:00
3193,2000-07-18 08:40:00
3194,2000-07-18 09:10:00
3195,2000-07-18 09:17:00
3196,2000-07-18 09:49:00
3197,2000-07-18 10:15:00
3198,2000-07-18 10:31:00
3199,2000-07-18 10:58:00
3200,2000-07-18 11:20:00
3201,2000-07-18 11:29:00
3202,2000-07-18 13:59:00
3203,2000-07-18 16:02:00
3204,2000-07-18 17:21:00
3205,2000-07-18 17:45:00
3206,2000-07-18 18:25:00
3207,2000-07-18 18:25:00
3208,2000-07-18 19:31:00
3209,2000-07-19 06:40:00
3210,2000-07-19 08:32:00
3211,2000-07-19 08:41:00
3212,2000-07-19 10:39:00
3213,2000-07-19 10:39:00
3214,2000-07-19 10:51:00
3215,2000-07-19 11:53:00
3216,2000-07-19 12:08:00
3217,2000-07-19 12:46:00
3218,2000-07-19 12:52:00
3219,2000-07-19 13:09:00
3220,2000-07-19 13:23:00
3221,2000-07-19 13:55:00
3222,2000-07-19 13:56:00
3223,2000-07-19 14:09:00
3224,2000-07-19 15:12:00
3225,2000-07-19 15:48:00
3226,2000-07-19 15:51:00
3227,2000-07-19 16:14:00
3228,2000-07-19 16:57:00
3229,2000-07-19 17:49:00
3230,2000-07-19 21:28:00
3231,2000-07-19 21:35:00
3232,2000-07-20 02:38:00
3233,2000-07-20 10:10:00
3234,2000-07-20 10:24:00
3235,2000-07-20 10:41:00
3236,2000-07-20 10:54:00
3237,2000-07-20 11:25:00
3238,2000-07-20 12:19:00
3239,2000-07-20 12:26:00
3240,2000-07-20 15:43:00
3241,2000-07-20 16:05:00
3242,2000-07-20 16:59:00
3243,2000-07-20 17:24:00
3244,2000-07-20 17:38:00
3245,2000-07-20 17:50:00
3246,2000-07-20 18:55:00
3247,2000-07-20 19:42:00
3248,2000-07-21 01:26:00
3249,2000-07-21 08:48:00
3250,2000-07-21 09:15:00
3251,2000-07-21 10:15:00
3252,2000-07-21 10:30:00
3253,2000-07-21 10:30:00
3254,2000-07-21 10:30:00
3255,2000-07-21 10:51:00
3256,2000-07-21 11:26:00
3257,2000-07-21 11:32:00
3258,2000-07-21 11:43:00
3259,2000-07-21 12:39:00
3260,2000-07-21 12:56:00
3261,2000-07-21 13:43:00
3262,2000-07-21 15:22:00
3263,2000-07-21 16:14:00
3264,2000-07-21 16:57:00
3265,2000-07-22 09:12:00
3266,2000-07-23 08:12:00
3267,2000-07-23 08:26:00
3268,2000-07-23 09:24:00
3269,2000-07-23 09:27:00
3270,2000-07-23 09:48:00
3271,2000-07-23 11:16:00
3272,2000-07-23 21:59:00
3273,2000-07-24 06:41:00
3274,2000-07-24 08:13:00
3275,2000-07-24 09:13:00
3276,2000-07-24 09:30:00
3277,2000-07-24 09:43:00
3278,2000-07-24 10:10:00
3279,2000-07-24 11:32:00
3280,2000-07-24 12:45:00
3281,2000-07-24 14:01:00
3282,2000-07-24 14:46:00
3283,2000-07-24 15:29:00
3284,2000-07-24 16:15:00
3285,2000-07-24 16:40:00
3286,2000-07-24 16:56:00
3287,2000-07-24 16:57:00
3288,2000-07-24 17:11:00
3289,2000-07-24 17:22:00
3290,2000-07-24 17:25:00
3291,2000-07-24 17:49:00
3292,2000-07-24 18:59:00
3293,2000-07-24 19:31:00
3294,2000-07-24 19:34:00
3295,2000-07-25 09:36:00
3296,2000-07-25 09:53:00
3297,2000-07-25 10:25:00
3298,2000-07-25 10:57:00
3299,2000-07-25 11:41:00
3300,2000-07-25 12:36:00
3301,2000-07-25 13:14:00
3302,2000-07-25 13:54:00
3303,2000-07-25 14:26:00
3304,2000-07-25 14:51:00
3305,2000-07-25 15:59:00
3306,2000-07-25 16:51:00
3307,2000-07-25 17:26:00
3308,2000-07-25 17:29:00
3309,2000-07-25 17:47:00
3310,2000-07-25 18:03:00
3311,2000-07-25 18:33:00
3312,2000-07-25 19:14:00
3313,2000-07-25 20:16:00
3314,2000-07-26 07:31:00
3315,2000-07-26 07:49:00
3316,2000-07-26 08:14:00
3317,2000-07-26 08:16:00
3318,2000-07-26 08:19:00
3319,2000-07-26 08:35:00
3320,2000-07-26 08:42:00
3321,2000-07-26 09:53:00
3322,2000-07-26 10:12:00
3323,2000-07-26 10:17:00
3324,2000-07-26 10:20:00
3325,2000-07-26 10:38:00
3326,2000-07-26 10:44:00
3327,2000-07-26 10:52:00
3328,2000-07-26 10:56:00
3329,2000-07-26 11:14:00
3330,2000-07-26 12:13:00
3331,2000-07-26 13:07:00
3332,2000-07-26 15:22:00
3333,2000-07-26 16:18:00
3334,2000-07-26 17:11:00
3335,2000-07-26 17:34:00
3336,2000-07-26 18:46:00
3337,2000-07-27 07:31:00
3338,2000-07-27 08:22:00
3339,2000-07-27 08:22:00
3340,2000-07-27 08:56:00
3341,2000-07-27 09:46:00
3342,2000-07-27 10:00:00
3343,2000-07-27 10:39:00
3344,2000-07-27 11:11:00
3345,2000-07-27 11:19:00
3346,2000-07-27 11:40:00
3347,2000-07-27 12:16:00
3348,2000-07-27 13:45:00
3349,2000-07-27 14:31:00
3350,2000-07-27 16:39:00
3351,2000-07-27 17:19:00
3352,2000-07-27 17:35:00
3353,2000-07-27 17:44:00
3354,2000-07-27 18:20:00
3355,2000-07-28 06:45:00
3356,2000-07-28 07:20:00
3357,2000-07-28 08:18:00
3358,2000-07-28 08:35:00
3359,2000-07-28 09:03:00
3360,2000-07-28 09:24:00
3361,2000-07-28 10:20:00
3362,2000-07-28 10:53:00
3363,2000-07-28 11:02:00
3364,2000-07-28 11:34:00
3365,2000-07-28 11:38:00
3366,2000-07-28 12:36:00
3367,2000-07-28 13:11:00
3368,2000-07-28 13:29:00
3369,2000-07-28 14:24:00
3370,2000-07-28 15:38:00
3371,2000-07-28 16:59:00
3372,2000-07-28 17:17:00
3373,2000-07-28 17:42:00
3374,2000-07-30 09:09:00
3375,2000-07-30 09:09:00
3376,2000-07-30 09:22:00
3377,2000-07-30 09:25:00
3378,2000-07-31 06:40:00
3379,2000-07-31 08:19:00
3380,2000-07-31 08:30:00
3381,2000-07-31 08:59:00
3382,2000-07-31 09:14:00
3383,2000-07-31 09:18:00
3384,2000-07-31 09:25:00
3385,2000-07-31 09:37:00
3386,2000-07-31 09:58:00
3387,2000-07-31 09:58:00
3388,2000-07-31 11:46:00
3389,2000-07-31 11:54:00
3390,2000-07-31 13:12:00
3391,2000-07-31 13:25:00
3392,2000-07-31 13:55:00
3393,2000-07-31 14:48:00
3394,2000-07-31 14:57:00
3395,2000-07-31 15:10:00
3396,2000-07-31 15:19:00
3397,2000-07-31 15:29:00
3398,2000-07-31 15:46:00
3399,2000-07-31 15:52:00
3400,2000-07-31 16:21:00
3401,2000-07-31 16:22:00
3402,2000-07-31 17:26:00
3403,2000-07-31 17:28:00
3404,2000-08-01 07:18:00
3405,2000-08-01 07:26:00
3406,2000-08-01 07:55:00
3407,2000-08-01 08:22:00
3408,2000-08-01 08:53:00
3409,2000-08-01 09:33:00
3410,2000-08-01 10:20:00
3411,2000-08-01 11:01:00
3412,2000-08-01 11:30:00
3413,2000-08-01 12:50:00
3414,2000-08-01 13:03:00
3415,2000-08-01 13:14:00
3416,2000-08-01 14:33:00
3417,2000-08-01 14:55:00
3418,2000-08-01 15:16:00
3419,2000-08-01 15:40:00
3420,2000-08-01 16:05:00
3421,2000-08-01 16:19:00
3422,2000-08-01 16:41:00
3423,2000-08-01 17:20:00
3424,2000-08-01 17:30:00
3425,2000-08-01 18:08:00
3426,2000-08-01 18:13:00
3427,2000-08-01 18:14:00
3428,2000-08-01 18:27:00
3429,2000-08-01 18:30:00
3430,2000-08-01 18:56:00
3431,2000-08-02 07:47:00
3432,2000-08-02 08:03:00
3433,2000-08-02 08:30:00
3434,2000-08-02 09:07:00
3435,2000-08-02 13:46:00
3436,2000-08-02 13:52:00
3437,2000-08-02 15:05:00
3438,2000-08-02 15:15:00
3439,2000-08-02 15:58:00
3440,2000-08-02 16:01:00
3441,2000-08-02 16:36:00
3442,2000-08-02 16:58:00
3443,2000-08-02 17:11:00
3444,2000-08-02 17:41:00
3445,2000-08-02 18:15:00
3446,2000-08-02 18:33:00
3447,2000-08-03 07:24:00
3448,2000-08-03 07:34:00
3449,2000-08-03 08:32:00
3450,2000-08-03 08:33:00
3451,2000-08-03 08:34:00
3452,2000-08-03 09:12:00
3453,2000-08-03 09:36:00
3454,2000-08-03 10:05:00
3455,2000-08-03 10:15:00
3456,2000-08-03 10:20:00
3457,2000-08-03 10:31:00
3458,2000-08-03 10:37:00
3459,2000-08-03 10:56:00
3460,2000-08-03 11:21:00
